,S1,S2,S3,S4,S5,S6
2021-11-01 18:00:00,1.3929443000000001,1.3929443000000001,29359.093999999997,28.014600000000033,277.08936,30.746933000000002
2021-11-01 18:20:00,2.0431004,2.0431004,29428.715,28.77328,276.61905,28.96875
2021-11-01 18:40:00,2.6251507000000003,2.6251507000000003,29440.972999999998,29.1918,276.4199,28.792991999999998
2021-11-01 19:00:00,2.5233613999999998,2.5233613999999998,29425.295,29.118950000000037,279.26126,29.033673999999998
2021-11-01 19:20:00,1.3770581,1.3770581,28358.156000000003,27.75988000000001,286.08057,50.040627
2021-11-01 19:40:00,1.8885889,1.8885889,26372.2,24.659080000000014,283.20563,70.97346
2021-11-01 20:00:00,0.7511468000000001,0.7511468000000001,22886.682,22.509500000000006,282.60934,85.500465
2021-11-01 20:20:00,1.064138,1.064138,23798.361,21.21713,282.4789,83.037155
2021-11-01 20:40:00,2.3450441000000004,2.3450441000000004,24532.88,20.433130000000006,282.5019,80.31615
2021-11-01 21:00:00,2.5200492999999997,2.5200492999999997,22333.66,18.707820000000027,282.25775,86.82706
2021-11-01 21:20:00,2.2697724999999997,2.2697724999999997,20764.63,17.52767,282.2311,89.88082
2021-11-01 21:40:00,2.1926193,2.1926193,18134.3,16.508399999999995,282.12823,93.51229000000001
2021-11-01 22:00:00,2.0743725,2.0743725,16164.481000000002,15.787380000000038,281.29224,95.25211
2021-11-01 22:20:00,2.0861592,2.0861592,15154.801000000001,15.144770000000053,280.3205,95.90312
2021-11-01 22:40:00,2.0596153999999998,2.0596153999999998,15972.091,14.585000000000036,279.5796,95.3394
2021-11-01 23:00:00,2.2041583,2.2041583,17250.992,14.055630000000008,278.2903,94.32296
2021-11-01 23:20:00,2.137451,2.137451,17770.332,13.527370000000019,277.55695,93.714294
2021-11-01 23:40:00,2.2442467,2.2442467,20187.867,13.021500000000005,277.20395,90.714485
2021-11-02 00:00:00,3.2670035,3.2670035,22863.267999999996,16.752650000000017,278.53552,85.77109
2021-11-02 00:20:00,2.9722397000000003,2.9722397000000003,24270.588,17.49105000000003,278.40362999999996,81.37801999999999
2021-11-02 00:40:00,3.3759862999999997,3.3759862999999997,26594.586,20.08456000000001,278.9093,69.47046999999999
2021-11-02 01:00:00,4.2138124,4.2138124,28015.879,23.237450000000024,279.38147000000004,55.459869999999995
2021-11-02 01:20:00,5.0662947,5.0662947,28661.227000000003,25.629940000000033,278.6211,45.55916
2021-11-02 01:40:00,4.929736599999999,4.929736599999999,28981.064,27.23165,277.10497999999995,39.375
2021-11-02 02:00:00,3.5959318,3.5959318,29191.904,28.423330000000018,274.8418,34.9375
2021-11-02 02:20:00,2.9064389999999998,2.9064389999999998,29300.292999999998,29.16800000000001,273.46008,32.21875
2021-11-02 02:40:00,2.7668903,2.7668903,29345.338,29.383020000000048,272.06537000000003,31.157856
2021-11-02 03:00:00,2.5534775,2.5534775,29320.47,29.056120000000018,272.04562000000004,31.754196000000004
2021-11-02 03:20:00,1.9950363999999998,1.9950363999999998,28265.66,27.280100000000004,276.41402999999997,51.533046999999996
2021-11-02 03:40:00,2.5488782000000003,2.5488782000000003,26336.748,24.384240000000034,280.92852999999997,71.10823
2021-11-02 04:00:00,3.0808525,3.0808525,26479.266,22.592680000000033,280.59695,70.27105999999999
2021-11-02 04:20:00,3.51661,3.51661,26634.492000000002,21.89816000000002,281.11877000000004,69.2332
2021-11-02 04:40:00,3.6985722,3.6985722,26467.314,21.34847000000002,281.8543,70.3398
2021-11-02 05:00:00,3.4082464999999997,3.4082464999999997,26266.254,20.52352000000002,281.49695,71.70604
2021-11-02 05:20:00,3.237321,3.237321,25856.475,19.70583000000005,281.02057,74.16651999999999
2021-11-02 05:40:00,2.9914047999999998,2.9914047999999998,24805.875,18.920680000000004,280.43503,79.37949
2021-11-02 06:00:00,2.7537751,2.7537751,23668.0,18.274380000000008,279.65634,83.435165
2021-11-02 06:20:00,2.3432436,2.3432436,22980.682,17.560879999999994,279.06256,85.392845
2021-11-02 06:40:00,2.557991,2.557991,23689.25,17.083060000000046,279.03476,83.38979
2021-11-02 07:00:00,2.052821,2.052821,23569.139,16.577480000000037,279.1064,83.73228
2021-11-02 07:20:00,2.2989554,2.2989554,24926.725,17.091030000000046,278.90268,78.84477
2021-11-02 07:40:00,2.0962396,2.0962396,24494.642999999996,16.663320000000002,278.52417,80.6188
2021-11-02 08:00:00,2.2659203999999997,2.2659203999999997,22644.436,15.9769,278.14346,86.33093000000001
2021-11-02 08:20:00,2.1141236,2.1141236,24992.033,16.984830000000045,277.99962999999997,78.4821
2021-11-02 08:40:00,1.8050699000000001,1.8050699000000001,27285.33,19.66342000000003,278.17596000000003,63.55374499999999
2021-11-02 09:00:00,1.5864098999999998,1.5864098999999998,28034.484,22.08682000000005,278.19336,55.258987
2021-11-02 09:20:00,1.0312555,1.0312555,28590.205,24.65807000000001,277.29565,46.894535
2021-11-02 09:40:00,2.0415587,2.0415587,28873.167999999998,25.805319999999995,276.01572000000004,41.547607
2021-11-02 10:00:00,0.76254684,0.76254684,29126.71,27.10293000000001,275.45325,36.26658
2021-11-02 10:20:00,1.1789927,1.1789927,29303.236,28.146000000000008,275.50955,32.233482
2021-11-02 10:40:00,1.7246243000000003,1.7246243000000003,29371.389,28.42697000000004,275.89172,30.46899
2021-11-02 11:00:00,1.2253788,1.2253788,29326.718999999997,28.237450000000024,276.25003,31.59375
2021-11-02 11:20:00,1.8089262,1.8089262,28558.707000000002,26.877830000000014,278.76382,47.09375
2021-11-02 11:40:00,2.1872418,2.1872418,26485.818,23.804700000000025,282.20867999999996,70.0625
2021-11-02 12:00:00,2.5071797,2.5071797,25831.47,22.1429,282.11432,74.34485
2021-11-02 12:20:00,2.280093,2.280093,25935.834,21.255640000000025,282.40628,73.763
2021-11-02 12:40:00,1.9609827000000002,1.9609827000000002,24806.115,20.330100000000016,283.3438,79.28657
2021-11-02 13:00:00,1.6722984,1.6722984,23021.85,19.48394000000002,282.61475,85.29434
2021-11-02 13:20:00,1.448619,1.448619,21062.475,18.532129999999995,281.96875,89.49792
2021-11-02 13:40:00,1.0391442,1.0391442,18888.451,17.502370000000038,281.24005,92.74255
2021-11-02 14:00:00,2.095441,2.095441,20978.617000000002,17.43270000000001,280.58582,89.67446
2021-11-02 14:20:00,1.9673926,1.9673926,18603.379,16.34512000000001,280.46542,93.07731
2021-11-02 14:40:00,0.9471771000000001,0.9471771000000001,13228.947,15.460050000000026,280.28424,97.20945
2021-11-02 15:00:00,1.6363431,1.6363431,15217.578000000001,15.277120000000027,280.10278,96.012886
2021-11-02 15:20:00,1.8918875,1.8918875,15921.676000000001,15.211330000000034,280.0525,95.3928
2021-11-02 15:40:00,0.989009,0.989009,15968.9,14.692650000000016,279.93646,95.414825
2021-11-02 16:00:00,2.2936970000000003,2.2936970000000003,14768.821000000002,14.638180000000036,279.7077,96.24847
2021-11-02 16:20:00,0.95636463,0.95636463,16322.906,15.044820000000017,279.56372000000005,95.20716
2021-11-02 16:40:00,0.9626971,0.9626971,25126.004,18.08462000000003,280.07903999999996,78.020744
2021-11-02 17:00:00,1.0231519,1.0231519,27969.734,22.494100000000003,280.01575,56.045418000000005
2021-11-02 17:20:00,1.6016117,1.6016117,29271.28,26.21478000000002,277.52002000000005,33.04725
2021-11-02 17:40:00,1.8949414,1.8949414,29662.955,27.82913000000002,276.68118,22.754285999999997
2021-11-02 18:00:00,2.3369028999999997,2.3369028999999997,29767.717,28.88394,277.08936,19.5625
2021-11-02 18:20:00,3.349212,3.349212,29846.882999999998,29.517080000000018,276.61905,17.136251
2021-11-02 18:40:00,3.8299972999999996,3.8299972999999996,29869.882999999998,29.634240000000034,276.4199,16.480492
2021-11-02 19:00:00,3.6705685,3.6705685,29861.074,29.26486,279.26126,16.8125
2021-11-02 19:20:00,2.6181624,2.6181624,29373.455,27.160330000000048,286.08057,30.142167999999998
2021-11-02 19:40:00,2.2489026,2.2489026,27395.162,23.37145000000004,283.20563,62.065290000000005
2021-11-02 20:00:00,2.2876775,2.2876775,26100.218999999997,20.960000000000036,282.60934,72.70753
2021-11-02 20:20:00,2.4501586,2.4501586,25618.18,19.443260000000013,282.4789,75.438576
2021-11-02 20:40:00,2.3446429,2.3446429,25219.346,18.408400000000032,282.5019,77.45004
2021-11-02 21:00:00,2.0608408,2.0608408,24459.496,17.626550000000012,282.25775,80.55151
2021-11-02 21:20:00,2.3767332999999997,2.3767332999999997,24466.07,17.09480000000002,282.2311,80.44112
2021-11-02 21:40:00,2.3784668,2.3784668,24516.222999999998,16.522970000000047,282.12823,80.204605
2021-11-02 22:00:00,2.292277,2.292277,24442.1,16.150000000000034,281.29224,80.51796
2021-11-02 22:20:00,2.215027,2.215027,24043.076,15.726740000000007,280.3205,81.9551
2021-11-02 22:40:00,1.9126761000000003,1.9126761000000003,23347.207000000002,15.273300000000004,279.5796,84.234436
2021-11-02 23:00:00,1.9268726000000003,1.9268726000000003,22949.0,14.937340000000004,278.2903,85.36481500000001
2021-11-02 23:20:00,2.2968051,2.2968051,22515.91,14.504170000000045,277.55695,86.36828
2021-11-02 23:40:00,2.3369775,2.3369775,21395.006,13.892800000000024,277.20395,88.87183
2021-11-03 00:00:00,2.235105,2.235105,23434.42,18.001400000000046,278.53552,84.20133
2021-11-03 00:20:00,1.8261346999999999,1.8261346999999999,24214.297000000002,18.22506000000004,278.40362999999996,81.65295400000001
2021-11-03 00:40:00,2.2876992,2.2876992,26871.832000000002,21.09677000000005,278.9093,67.29305
2021-11-03 01:00:00,2.8824499,2.8824499,28167.607000000004,24.243430000000053,279.38147000000004,53.424282
2021-11-03 01:20:00,3.3993196000000006,3.3993196000000006,28743.104,26.34440000000001,278.6211,44.122612
2021-11-03 01:40:00,3.406194,3.406194,29053.756,27.705300000000022,277.10497999999995,37.944496
2021-11-03 02:00:00,2.788743,2.788743,29197.397999999997,28.6225,274.8418,34.65484
2021-11-03 02:20:00,2.8042597999999996,2.8042597999999996,29306.725,29.087850000000003,273.46008,32.125
2021-11-03 02:40:00,2.7219648,2.7219648,29435.664,29.255980000000022,272.06537000000003,28.84375
2021-11-03 03:00:00,1.9747546999999999,1.9747546999999999,29422.992000000002,28.999320000000008,272.04562000000004,29.177378000000004
2021-11-03 03:20:00,0.19068119,0.19068119,27989.336,26.99877000000004,276.41402999999997,55.36393399999999
2021-11-03 03:40:00,2.2053008,2.2053008,25501.33,24.428770000000046,280.92852999999997,76.071106
2021-11-03 04:00:00,2.7095025,2.7095025,25917.123,22.737540000000024,280.59695,73.84036
2021-11-03 04:20:00,2.62449,2.62449,26467.76,21.70822000000004,281.11877000000004,70.33761
2021-11-03 04:40:00,2.6060987,2.6060987,26245.0,21.092000000000038,281.8543,71.789085
2021-11-03 05:00:00,2.5546575000000002,2.5546575000000002,25358.316000000003,20.178250000000048,281.49695,76.88105999999999
2021-11-03 05:20:00,2.4098867999999998,2.4098867999999998,24847.426,19.39596,281.02057,79.15013
2021-11-03 05:40:00,2.984036,2.984036,23039.025,18.518580000000046,280.43503,85.25147
2021-11-03 06:00:00,1.722314,1.722314,19057.082,17.649560000000008,279.65634,92.53327
2021-11-03 06:20:00,1.9247763,1.9247763,20931.0,17.057900000000018,279.06256,89.77695
2021-11-03 06:40:00,2.4254916,2.4254916,22631.992000000002,16.74770000000001,279.03476,86.329895
2021-11-03 07:00:00,2.542027,2.542027,23590.225,16.24908000000005,279.1064,83.6585
2021-11-03 07:20:00,2.6784656000000004,2.6784656000000004,23832.29,15.601530000000027,278.90268,82.83829
2021-11-03 07:40:00,1.1067188000000001,1.1067188000000001,17663.389,14.833030000000008,278.52417,93.98235
2021-11-03 08:00:00,1.8031358,1.8031358,19022.756,14.487200000000028,278.14346,92.54299999999999
2021-11-03 08:20:00,1.1281153,1.1281153,21952.525,15.148220000000038,277.99962999999997,87.7984
2021-11-03 08:40:00,1.5482841999999999,1.5482841999999999,27104.017999999996,18.263800000000003,278.17596000000003,65.35580999999999
2021-11-03 09:00:00,2.0383112,2.0383112,28593.02,21.194420000000036,278.19336,46.862590000000004
2021-11-03 09:20:00,1.8241624,1.8241624,29009.271,24.136400000000037,277.29565,38.957607
2021-11-03 09:40:00,1.8504181,1.8504181,29294.24,26.81747000000001,276.01572000000004,32.375
2021-11-03 10:00:00,2.566825,2.566825,29588.295,28.444730000000053,275.45325,24.73064
2021-11-03 10:20:00,2.4895742000000003,2.4895742000000003,29653.121,28.938320000000033,275.50955,22.806894
2021-11-03 10:40:00,2.449563,2.449563,29676.38,29.09450000000004,275.89172,22.28314
2021-11-03 11:00:00,2.343946,2.343946,29635.645,28.82598000000001,276.25003,23.499931
2021-11-03 11:20:00,2.1491325,2.1491325,28979.459,26.945460000000026,278.76382,39.239258
2021-11-03 11:40:00,2.121882,2.121882,27219.03,23.421720000000054,282.20867999999996,63.56425
2021-11-03 12:00:00,0.53908485,0.53908485,21898.791,21.358480000000046,282.11432,87.53984
2021-11-03 12:20:00,3.1081437999999997,3.1081437999999997,27202.0,20.81933000000004,282.40628,64.19629
2021-11-03 12:40:00,2.966491,2.966491,27197.0,19.88757000000004,283.3438,64.44959
2021-11-03 13:00:00,2.6280494,2.6280494,25854.0,18.96932000000004,282.61475,74.2292
2021-11-03 13:20:00,2.6192522,2.6192522,25106.933999999997,18.501980000000003,281.96875,78.131165
2021-11-03 13:40:00,0.9424819999999999,0.9424819999999999,22465.957000000002,17.677819999999997,281.24005,85.455635
2021-11-03 14:00:00,2.0401689999999997,2.0401689999999997,23666.658,17.101680000000044,280.58582,83.23493
2021-11-03 14:20:00,1.2450348999999998,1.2450348999999998,21082.59,16.18398000000002,280.46542,89.30892
2021-11-03 14:40:00,1.7812901999999997,1.7812901999999997,20994.535,15.849199999999994,280.28424,89.58356500000001
2021-11-03 15:00:00,2.347442,2.347442,19002.709,15.296400000000006,280.10278,92.555725
2021-11-03 15:20:00,2.4194214,2.4194214,17642.604,14.626950000000024,280.0525,94.02600000000001
2021-11-03 15:40:00,2.3841476000000004,2.3841476000000004,17577.074,14.108730000000035,279.93646,94.06109000000001
2021-11-03 16:00:00,2.2906566,2.2906566,18931.256,13.776200000000017,279.7077,92.605896
2021-11-03 16:20:00,1.5647913,1.5647913,22444.084,14.762260000000026,279.56372000000005,86.58334
2021-11-03 16:40:00,1.3638043,1.3638043,26571.0,18.462150000000012,280.07903999999996,69.5618
2021-11-03 17:00:00,1.5902333,1.5902333,28148.422000000002,22.563930000000035,280.01575,53.679030000000004
2021-11-03 17:20:00,2.05258,2.05258,29043.0,25.72958,277.52002000000005,38.126476000000004
2021-11-03 17:40:00,2.6113037999999995,2.6113037999999995,29443.0,27.619900000000033,276.68118,28.676199
2021-11-03 18:00:00,2.9545236,2.9545236,29649.857000000004,28.711569999999995,277.08936,23.147633
2021-11-03 18:20:00,2.7908032000000005,2.7908032000000005,29691.654,29.57528000000002,276.61905,21.906579999999998
2021-11-03 18:40:00,3.0976284,3.0976284,29748.479,29.918800000000033,276.4199,20.223
2021-11-03 19:00:00,3.20324,3.20324,29730.025,29.606400000000008,279.26126,20.750069
2021-11-03 19:20:00,2.6444132000000002,2.6444132000000002,29105.486,27.525840000000013,286.08057,36.53745
2021-11-03 19:40:00,2.270073,2.270073,27362.4,23.592030000000022,283.20563,62.769707
2021-11-03 20:00:00,2.471972,2.471972,26539.107000000004,21.42434000000003,282.60934,69.83707
2021-11-03 20:20:00,2.3848507000000003,2.3848507000000003,26412.352000000003,20.10880000000003,282.4789,70.6875
2021-11-03 20:40:00,2.7275490000000002,2.7275490000000002,26716.968999999997,19.286980000000025,282.5019,68.4452
2021-11-03 21:00:00,2.4583642000000006,2.4583642000000006,26337.709,18.368130000000008,282.25775,71.15758000000001
2021-11-03 21:20:00,2.3225696,2.3225696,26228.0,17.756650000000036,282.2311,71.88758
2021-11-03 21:40:00,1.7008511999999998,1.7008511999999998,25363.373,17.40652,282.12823,76.34506
2021-11-03 22:00:00,1.7185258,1.7185258,25522.202999999998,17.05477000000002,281.29224,75.78434
2021-11-03 22:20:00,2.6482923,2.6482923,25609.002,16.033780000000036,280.3205,75.43258
2021-11-03 22:40:00,2.1520764999999997,2.1520764999999997,22138.0,15.091940000000024,279.5796,87.31479
2021-11-03 23:00:00,1.4959166000000002,1.4959166000000002,18976.008,14.47573,278.2903,92.445595
2021-11-03 23:20:00,1.4917452,1.4917452,19553.02,14.170000000000016,277.55695,91.79033000000001
2021-11-03 23:40:00,1.5171773000000002,1.5171773000000002,19832.71,13.77355,277.20395,91.45734399999999
2021-11-04 00:00:00,1.4405934,1.4405934,16494.77,17.391560000000027,278.53552,95.13471
2021-11-04 00:20:00,0.87429655,0.87429655,17177.014,18.368250000000046,278.40362999999996,94.39617
2021-11-04 00:40:00,0.44598153,0.44598153,25228.0,21.157740000000047,278.9093,77.506775
2021-11-04 01:00:00,1.0159037,1.0159037,27763.102000000003,24.130300000000034,279.38147000000004,58.581382999999995
2021-11-04 01:20:00,1.2950535,1.2950535,28854.154,26.345970000000023,278.6211,42.12849
2021-11-04 01:40:00,0.12270430000000002,0.12270430000000002,29244.426,27.34643,277.10497999999995,33.59375
2021-11-04 02:00:00,0.95689523,0.95689523,29478.502,28.273920000000032,274.8418,27.645529999999997
2021-11-04 02:20:00,1.8023541,1.8023541,29548.68,28.69,273.46008,25.920063
2021-11-04 02:40:00,2.4692222999999998,2.4692222999999998,29532.438,28.63290000000001,272.06537000000003,26.177572
2021-11-04 03:00:00,3.0416092999999997,3.0416092999999997,29484.355,28.108640000000037,272.04562000000004,27.595633000000003
2021-11-04 03:20:00,2.7863142000000005,2.7863142000000005,28980.492000000002,26.17208000000005,276.41402999999997,39.203434
2021-11-04 03:40:00,2.400979,2.400979,27557.308999999997,23.09780000000001,280.92852999999997,60.47900799999999
2021-11-04 04:00:00,1.9875835,1.9875835,26284.783,21.684780000000046,280.59695,71.530594
2021-11-04 04:20:00,0.9185369000000001,0.9185369000000001,22923.178,20.6703,281.11877000000004,85.083176
2021-11-04 04:40:00,2.9682865,2.9682865,27100.0,20.014430000000004,281.8543,65.41672
2021-11-04 05:00:00,2.3193624,2.3193624,25781.0,19.14706000000001,281.49695,74.619125
2021-11-04 05:20:00,2.1441502999999997,2.1441502999999997,24661.137000000002,18.50732000000005,281.02057,79.96314
2021-11-04 05:40:00,1.2729101999999999,1.2729101999999999,22306.87,17.731700000000046,280.43503,87.00263000000001
2021-11-04 06:00:00,1.4994785,1.4994785,22572.0,17.33062000000001,279.65634,86.45843
2021-11-04 06:20:00,1.1534579,1.1534579,21572.545,16.737330000000046,279.06256,88.43293
2021-11-04 06:40:00,2.173604,2.173604,23402.527000000002,16.41586000000001,279.03476,84.27854
2021-11-04 07:00:00,2.0015452000000002,2.0015452000000002,22354.28,15.693930000000027,279.1064,86.958145
2021-11-04 07:20:00,2.2906249,2.2906249,21027.73,15.136380000000033,278.90268,89.59784
2021-11-04 07:40:00,0.56526,0.56526,16003.671,14.364620000000002,278.52417,95.2793
2021-11-04 08:00:00,0.99807477,0.99807477,15859.0,13.946560000000035,278.14346,95.56156
2021-11-04 08:20:00,1.4705312,1.4705312,19860.0,15.087030000000027,277.99962999999997,91.30396999999999
2021-11-04 08:40:00,1.5445924,1.5445924,25044.467,18.189200000000024,278.17596000000003,78.35902
2021-11-04 09:00:00,1.5248566000000001,1.5248566000000001,27772.102000000003,21.78384,278.19336,58.458015
2021-11-04 09:20:00,1.3722922,1.3722922,28777.933999999997,24.94195000000002,277.29565,43.51749
2021-11-04 09:40:00,1.2609617,1.2609617,29434.496,27.194180000000014,276.01572000000004,28.881332
2021-11-04 10:00:00,1.8570691000000004,1.8570691000000004,29580.527000000002,28.06637000000001,275.45325,24.868002
2021-11-04 10:20:00,2.5579002,2.5579002,29605.492000000002,28.380100000000034,275.50955,24.315383999999998
2021-11-04 10:40:00,2.9826596000000003,2.9826596000000003,29645.0,28.534000000000052,275.89172,23.119797
2021-11-04 11:00:00,3.4125996,3.4125996,29589.0,28.1028,276.25003,24.591068
2021-11-04 11:20:00,3.1956417999999998,3.1956417999999998,29028.092,26.01812000000001,278.76382,38.497448
2021-11-04 11:40:00,2.7586597999999998,2.7586597999999998,27670.484,22.53915000000001,282.20867999999996,59.434532
2021-11-04 12:00:00,2.6054614,2.6054614,26524.107000000004,20.52654000000001,282.11432,69.94325
2021-11-04 12:20:00,2.0406207999999997,2.0406207999999997,24972.502,19.297200000000032,282.40628,78.5243
2021-11-04 12:40:00,1.4892364,1.4892364,22580.482000000004,18.363850000000014,283.3438,85.78714000000001
2021-11-04 13:00:00,1.6840897000000001,1.6840897000000001,23627.63,17.770170000000007,282.61475,83.43188
2021-11-04 13:20:00,2.2456753,2.2456753,24537.049,17.009100000000046,281.96875,80.13659
2021-11-04 13:40:00,1.5575721000000002,1.5575721000000002,23110.387000000002,16.314780000000038,281.24005,84.34264
2021-11-04 14:00:00,1.6240244,1.6240244,21676.049,15.69518000000005,280.58582,88.29896
2021-11-04 14:20:00,1.9493737000000002,1.9493737000000002,22526.44,15.3553,280.46542,86.58156600000001
2021-11-04 14:40:00,2.5070696,2.5070696,23006.004,14.847620000000004,280.28424,85.19048000000001
2021-11-04 15:00:00,2.3693235,2.3693235,21727.902000000002,14.177330000000039,280.10278,88.295975
2021-11-04 15:20:00,2.2170457999999997,2.2170457999999997,18568.447,13.647850000000005,280.0525,92.96030999999999
2021-11-04 15:40:00,2.1106857999999997,2.1106857999999997,16638.308999999997,13.37032000000005,279.93646,94.8968
2021-11-04 16:00:00,2.25888,2.25888,18024.117,13.083120000000006,279.7077,93.66739
2021-11-04 16:20:00,1.7997429,1.7997429,22554.557,14.065730000000029,279.56372000000005,86.47507
2021-11-04 16:40:00,2.2338116,2.2338116,26652.629,17.48535000000004,280.07903999999996,69.06438
2021-11-04 17:00:00,2.4267173,2.4267173,28272.647999999997,21.298240000000018,280.01575,51.999718
2021-11-04 17:20:00,2.7293974999999997,2.7293974999999997,28982.705,24.57464000000005,277.52002000000005,39.381207
2021-11-04 17:40:00,3.0231292,3.0231292,29264.702999999998,26.877700000000004,276.68118,33.14976
2021-11-04 18:00:00,3.9054667999999997,3.9054667999999997,29560.229,28.549920000000046,277.08936,25.524867999999998
